,Element Count,Downforce,Front Axle Moment,Rear Axle Downforce,Rear Axle Moment,Front Axle Downforce,Frontal Area,Cl,ClA,Drag,Cd,CdA,Center of Pressure,Sidepod DF,Rear Wing DF,Front Wing DF,Aero Efficiency,FA-RA Difference,Unnamed: 18,RW 3rd Element AOA,RW 3rd Element X,RW 3rd Element Z,RW 2nd Element AOA,RW 2nd Element X,RW 2nd Element Z,RW 1st Element AOA,RW 1st Element X,RW 1st Element Z,RW Biplane1 Element AOA,RW Biplane1 Element X,RW Biplane1 Element Z,RW Biplane2 Element AOA,RW Biplane2 Element X,RW Biplane2 Element Z,FW 3rd Element AOA,FW 3rd Element X,FW 3rd Element Z,FW 1st Element AOA,FW 1st Element Z,FW 2nd Element AOA,FW 2nd Element X,FW 2nd Element Z,Bullhorn AOA,Bullhorn X,Bullhorn Z Angle,FW Biplane Element AOA,FW Biplane Element Z,Diffuser_Angle1,Expansion_Point1,Gurney_Height1,Intake_Length1,Outlet_Length1,Sidepod_Width1,Strake_Offset1,Generation
0,22996699.0,117.41486315443404,-2639.187861808552,42.91637112169208,4581.36395869876,74.49849203244138,0.5487893804989664,5.221992844139466,2.8657742179053334,51.76864582225657,2.3023958872996,1.2635304126545155,0.0,9.531839273421252,48.15066908020819,53.99081138563506,2.268069046224783,31.58212091074929,,3.9554,146.4679,-47.7392,21.1457,134.0809,11.0571,15.9171,48.5704,19.7207,3.5382,-266.3687,11.8627,5.7368,-258.1328,12.0747,10.4342,16.3485,14.3623,-3.7206,-10.2483,0.0047,3.9436,-11.6705,1.3261,1.0534,3.3314,3.3957,7.8863,5.4362,0.4939,0.2334,0.1368,0.5162,0.575,0.222,1
0,23410206.0,139.9058541699705,-3103.0721392622468,50.45968779755701,5500.587081444008,89.44616637205513,0.5257043342769168,6.495509219482817,3.4147173500177894,56.29169792690239,2.613494946539687,1.3739256210067323,0.0,14.142211939631396,56.12321348676348,60.861716996665045,2.4853727871496307,38.98647857449812,,-6.9663,88.4851,-29.5943,3.1525,122.6158,-5.9043,14.2495,65.4199,12.2135,2.6378,-249.336,-10.827,-4.9545,-57.9115,-28.2962,5.7632,-4.0171,12.3452,-3.0539,-10.3489,4.2748,-0.5242,-1.219,-10.8317,-27.3635,9.6481,-0.3276,10.3402,16.0916,0.4724,0.2021,0.1452,0.5532,0.5876,0.1972,1
0,20320348.0,125.06105139470426,-3700.894948389887,60.181006204937376,3989.867345774475,64.88004518944665,0.5551478133311541,5.498349195401257,3.052396532758119,60.33611315156479,2.652696547012985,1.4726386875053616,0.0,18.444795992039783,51.38244108798408,47.95891556316733,2.0727396058899243,4.699038984509274,,6.8735,136.6526,-46.2577,-1.2673,19.603,12.3595,26.3308,81.3587,-37.1611,4.4087,-150.74,-33.8927,7.6288,-223.7436,5.7021,7.3087,-10.9442,12.5481,-4.0364,-10.4416,3.9836,-1.6873,-14.1761,-11.3511,8.3224,-10.8376,-2.9637,10.3518,16.9322,0.4461,0.1046,0.1416,0.6769,0.5809,0.1549,1
0,20530480.0,105.83340792275624,-2008.6409908414712,32.662920082590595,4499.696929222711,73.17048783989462,0.5154836555561246,5.011027034152641,2.583102533655569,50.16432254602213,2.3751930639098258,1.224373203235789,0.0,8.770545454998741,38.472312090925946,54.71824283365234,2.10973461917405,40.50756775730402,,13.0602,57.8181,-19.7225,15.3725,27.1405,23.6542,6.3108,72.1613,15.2053,12.2506,18.4376,-3.3812,2.2795,-69.8585,-24.4289,4.979,-3.1279,7.0469,-3.5761,-10.2355,1.117,7.8866,-14.6783,-5.4012,64.3391,-18.8883,0.135,9.4309,12.9451,0.4428,0.213,0.1055,0.5879,0.5456,0.2018,1
0,20130497.0,120.84584412186676,-2151.835439872081,34.99143417061487,5279.708202325959,85.85440995094244,0.5100281181527905,5.783043958247443,2.949515027219808,50.45968438592036,2.4147340361063123,1.231582256274795,0.0,11.290077373018336,41.7309764764864,62.458183367826166,2.3948989295617964,50.86297578032757,,14.3838,29.6126,-40.8968,10.1641,20.2761,-45.4199,3.2959,55.971,-38.3113,13.5193,-115.4775,9.9185,2.8018,-141.6128,-36.9294,7.7807,11.153,15.0753,-4.2411,-10.2015,-6.7524,-2.8257,0.1658,-1.5627,40.7267,-1.5224,11.6618,3.1326,8.452,0.5137,0.2311,0.0542,0.6963,0.6313,0.1644,1
0,20828872.0,114.86569944180098,-2192.0168609062703,35.64483243841325,4871.771427357132,79.22086700309359,0.5536595795600996,5.063682039751052,2.803556069154595,54.12435809554051,2.3859911299308747,1.321026845831655,0.0,10.399310532833804,37.99141103798187,57.92661760593372,2.122255182020628,43.576034564680334,,7.398,145.6075,21.3449,-6.4911,42.779,-49.8292,28.6128,4.0262,-5.7511,8.082,-75.1919,-9.2343,2.0347,-133.6063,16.4896,9.381,-13.1491,11.2282,-4.4427,-10.4635,-4.8111,-7.0124,-14.8531,6.0927,70.2727,5.9263,1.4157,9.355,5.3807,0.466,0.1306,0.0566,0.6494,0.5312,0.2227,1
0,19307842.0,141.54261349327544,-2798.816623028567,45.5121269060187,5905.4968521231285,96.03048658689436,0.5476679889768435,6.307957028900621,3.454666140570348,55.517289288207714,2.474171322318396,1.3550244324782936,0.0,10.420051655852587,54.17555997027155,68.58506778088255,2.5495231360897908,50.51835968087566,,-4.1427,105.2701,-49.788,4.2396,100.6644,-40.8913,19.8827,13.9245,-37.2176,12.3726,-125.7319,-23.9658,-9.2308,-164.7187,-24.4407,11.6487,9.7527,15.0782,-3.9741,-10.2541,1.5779,-5.8976,-0.6794,-10.1394,-19.5653,-2.9293,-4.1346,4.4571,9.9693,0.4215,0.1033,0.0668,0.6554,0.6232,0.1797,1
0,21340594.0,66.7626983502064,-1475.2490646133397,23.989325379243468,2630.39403851332,42.77337297079193,0.5311675780773584,3.067758768275441,1.629493995070446,28.969132173245978,1.3311371683575874,0.7070569058052526,0.0,4.747812815635326,27.44360182394915,30.33108460061669,2.304615062368493,18.784047591548465,,-5.8933,60.9306,-1.0761,-0.7231,125.3562,3.2786,14.0764,131.9019,-19.62,3.7919,-150.5728,0.0349,1.6812,47.9768,19.1091,4.6122,-8.9574,8.2035,-3.8325,-10.4661,-4.9053,-3.1523,-11.1134,-14.0304,-27.4874,-9.533,-4.7011,1.6571,5.7856,0.4026,0.22,0.0766,0.5838,0.541,0.2198,1
0,22599733.0,129.15913545464693,-2351.8563569756584,38.24401502502812,5590.921972677255,90.91512042928812,0.5202818267655321,6.059061225051921,3.1524194426542165,51.30610480495196,2.4068512779825206,1.2522409796617011,0.0,14.135040343530257,46.1270686688283,62.22359662694653,2.517422360275941,52.67110540426001,,10.9356,27.9289,-34.9286,14.8303,92.8573,1.4682,13.1422,128.6583,-11.8466,11.7718,-56.2872,-9.3904,-7.6123,-90.3203,-49.5104,5.9591,-0.0281,8.8898,-3.7929,-10.4823,-5.1178,2.6682,-9.9135,1.8915,-23.9361,7.299,-2.0736,11.8431,11.2141,0.5652,0.2421,0.1379,0.5956,0.6649,0.1872,1
0,21825111.0,120.54887863989624,-1903.6483354250392,30.95561313786413,5509.6330987878855,89.5932655017234,0.5597483041000612,5.256410357669963,2.9422667833597576,51.16565408497075,2.231025930092635,1.248812980772614,0.0,12.779104094659184,35.616814392914286,62.38925481429976,2.356050768738358,58.63765236385927,,-4.5434,52.1134,-30.1715,23.3337,67.0368,7.1471,21.0679,57.7756,3.682,2.782,-140.9064,-37.7956,5.4518,-236.0688,-9.1042,8.4685,-2.1039,7.0038,-4.6793,-10.3297,0.4672,9.5849,-6.2644,-12.8574,-27.9775,6.4206,3.8998,8.1953,16.1176,0.4621,0.1787,0.1099,0.6331,0.6342,0.1628,1
0,20997069.0,115.41217091513596,-3168.7456765284333,51.52761855723341,3928.6484558814113,63.88455235760697,0.5432958872869718,5.18482448027113,2.816893816436116,58.150816632610905,2.612391528846787,1.4193015736057837,0.0,13.19256776681564,46.48944761050213,48.17552764957496,1.9847042156655277,12.356933800373556,,9.5825,75.7225,10.7482,15.9653,85.3016,10.4,26.4657,114.1789,-24.7726,14.8969,-93.687,18.5426,-4.2172,-66.4237,-35.2254,8.6596,-13.4684,10.4951,-4.3905,-10.2959,-1.0322,7.3193,-13.9552,7.9505,27.323,-7.5396,2.1374,8.3305,7.1436,0.5636,0.111,0.1452,0.6482,0.6486,0.1588,1
0,17728796.0,142.88417314391174,-2948.868754273041,47.95215516064842,5837.945357659016,94.93201798289732,0.5436139305134432,6.415232895565199,3.4874099695173357,59.03457154998722,2.650542163278163,1.4408716433712467,0.0,16.682974831243214,54.5305378306188,62.94790422836208,2.4203474234233293,46.97986282224889,,-9.2334,132.8987,9.7692,5.5225,136.1103,-3.9858,16.4942,135.8536,-11.2168,7.9344,17.4186,-24.6804,8.5207,-236.8075,9.4416,10.1331,-10.6534,15.4347,-2.9557,-10.4962,-1.5841,-2.7408,-10.7745,5.7532,10.8791,-8.0094,12.5329,8.3099,17.1349,0.4423,0.1058,0.1489,0.6887,0.6541,0.1817,1
0,17550910.0,124.00426132880278,-3266.3437682772305,53.11468099673329,4359.430097427248,70.88958033175196,0.5799635888767504,5.218609005923399,3.0266032080198646,62.42496445871371,2.627099086981325,1.5236218148205238,0.0,17.004355725718,46.66344947496701,49.67705727891511,1.986453054543844,17.774899335018674,,11.8796,93.6404,0.0,7.6431,47.7584,4.8013,32.8492,150.0,32.7823,18.1243,0.0,0.0,0.0,0.0,3.7426,13.678,3.8958,15.1093,0.0,0.0,0.8384,2.327,0.0,0.3528,40.314,0.0,22.9294,12.2447,12.032,0.5628,0.128,0.0934,0.643,0.6186,0.2135,1
0,21466260.0,118.44286708672048,-1890.812150561158,30.74688132252929,5392.957864519999,87.69598576388782,0.5529454800717029,5.228119111243879,2.890864831838791,50.54623863548127,2.2311327200325906,1.233694752982105,0.0,11.25847507679355,38.66649519170085,60.90028409596638,2.3432577830544794,56.94910444135853,,-4.7781,25.0,-10.0,25.0,25.0,21.7267,12.143,25.0,-10.0,12.1932,-10.0,-10.0,0.0472,-10.0,19.9386,17.5921,11.3384,13.5261,-3.8363,-10.0,2.2215,0.7515,4.2186,13.6747,25.0,-6.3567,-2.1089,14.5423,10.5335,0.6109,0.2491,0.0744,0.6458,0.5691,0.2098,1
0,17772856.0,125.55986400290334,-1900.9911385606151,30.91240391868453,5820.446167177769,94.64746008389736,0.5541424786525775,5.530294508506731,3.0645711066226577,52.087803801505714,2.29421159071168,1.271320097430443,0.0,14.944522098313383,36.43796116737544,64.09112208798545,2.4105424847893806,63.73505616521284,,8.7204,25.0,-31.0808,25.0,25.0,14.1202,18.1531,25.0,25.0,6.3657,-50.0,24.9201,10.033,-50.0,14.7558,13.5886,22.9228,15.4586,-3.6375,-10.2273,1.0999,4.1711,-9.917,2.8398,25.0,6.303,6.8336,12.6761,10.0648,0.5514,0.3608,0.1863,0.6223,0.5753,0.2287,1
0,20198477.0,136.81212832449543,-4056.932322293664,65.97060242609321,4356.474938945476,70.84152589805197,0.5629536382703533,5.931586425222251,3.3392081587939053,65.42039320489583,2.836347340101897,1.596732054508802,0.0,23.759624047952737,56.72143896140001,48.15429563886884,2.09127646017048,4.870923471958767,,12.7378,150.0,-15.0,-0.7127,53.3924,15.7727,33.9667,108.0122,-15.0,6.4834,-15.0,-15.0,12.517,-15.0,6.5009,8.4598,-2.123,14.5144,-3.791,-10.3184,5.1466,1.1486,-13.9511,-3.1431,30.6851,-5.8607,-2.1658,13.1537,19.8019,0.5322,0.1265,0.1895,0.6971,0.5848,0.1972,2
0,20710476.0,103.57628522803192,-1649.5468648103356,26.82361739278086,4719.986895842922,76.75266783498583,0.5232133718583286,4.831704629359699,2.528012470950784,46.43675467024374,2.1662167359902,1.133393562613375,0.0,12.576647457049548,30.689233546447934,53.40209100510977,2.2304807035622303,49.92905044220497,,21.7538,25.0,-18.8988,24.3825,25.0,25.0,9.3094,25.0,25.0,14.2905,21.2963,0.4614,4.1681,-50.0,-9.3321,5.08,1.2169,11.7096,-3.5731,-10.2242,1.4807,10.0908,-14.6347,-0.6836,25.0,-10.0821,1.1724,12.6095,13.351,0.5264,0.3074,0.1263,0.6294,0.5658,0.2099,2
0,22166576.0,122.22836525151855,-2867.934192928902,46.63606178151467,4648.629055743215,75.59230346969096,0.5331695205668197,5.595328346863539,2.9832585321111686,52.93182984963062,2.42309522343314,1.291920518565598,0.0,15.105558742654182,47.74027075700624,52.64688607970291,2.3091656872385933,28.956241688176288,,0.0,15.0,0.0,15.0,15.0,0.0,10.195,0.0,0.0,10.8999,0.0,0.0,6.2379,0.0,3.9093,7.4181,15.0,12.5102,0.0,0.0,0.0,2.3735,0.0,3.1695,15.0,0.0,15.0,11.2243,9.4039,0.5645,0.205,0.1169,0.6361,0.6009,0.2113,2
0,22307924.0,121.61473072088468,-2244.787362814868,36.50294431326684,5234.039778108545,85.11178640730643,0.5310769081096164,5.5891742619712925,2.9682813859335613,51.987645670116166,2.389250129466412,1.2688755714575226,0.0,11.830167819294054,41.632930663698346,59.94715233403147,2.3393006002345667,48.60884209403958,,18.2418,60.0,-28.972,7.2144,60.0,-8.6567,10.0096,60.0,33.3001,8.2034,-95.5953,-23.3267,5.7216,-115.392,3.1185,15.0726,3.1529,13.9949,-3.4111,-10.2259,-2.0659,1.6618,-5.8621,-3.1533,34.7254,-4.5049,1.02,12.939,17.3926,0.5867,0.2613,0.1021,0.6301,0.5591,0.2095,2
0,18013272.0,117.56926570047692,-2130.102426745324,34.638029219630674,5099.944542459253,82.93123648054518,0.5305517922491465,5.408600566461828,2.869542724096072,51.96146342349343,2.3904104430019597,1.2682365447457655,0.0,12.06112679309553,40.21550605241773,60.00607120848672,2.2626242209975964,48.29320726091451,,20.9971,42.4007,-33.2008,14.6491,42.6408,-28.2815,6.4979,60.0,-36.8193,15.416,-103.8177,17.0997,4.3229,-132.7254,-22.0727,8.7181,13.2272,15.4764,-4.0039,-10.1972,-3.6627,-0.5253,5.4789,0.3855,45.525,-1.4869,17.0971,7.946,9.9987,0.5387,0.3064,0.0642,0.719,0.6582,0.1881,2
0,18623513.0,143.34452700861866,-3364.3711585422016,54.708724346803685,5450.752903651569,88.63580266144793,0.5281365393261066,6.624510326960505,3.498645958810976,57.328548472430015,2.6493760823001944,1.3992323154793829,0.0,14.441607548576313,59.42485070887286,60.99866579121762,2.5004039144224057,33.92707831464424,,-6.1617,17.7766,-14.3109,4.623,17.7766,-3.0084,14.8055,17.7766,17.7766,4.1533,-14.3109,-10.6689,-4.0012,-14.3109,-14.3109,5.9214,-1.4768,13.3832,-2.9113,-10.3123,4.9348,0.5797,2.392,-6.8679,-7.8316,12.6908,0.0801,11.7447,17.2693,0.506,0.2482,0.1705,0.5877,0.592,0.2032,2
0,19340508.0,135.88690588118988,-2565.767639851264,41.72246994513971,5790.742083734587,94.16443593570212,0.5286088485635259,6.274253240920527,3.31662578127897,54.099576561737386,2.4979187021278344,1.3204219289370915,0.0,12.880013160753892,50.81045404971309,66.31001037753538,2.511792411648885,52.44196599056242,,-4.4765,10.9886,-10.3026,10.9886,10.9886,7.3218,10.9886,10.9886,8.8826,3.4383,-10.3026,-10.3026,6.2768,-10.3026,-7.2684,8.8635,-1.2045,8.1061,-4.5476,-10.3026,0.6307,10.3074,-5.265,-10.3026,-10.3026,7.3857,4.6559,9.1112,10.9886,0.4787,0.1955,0.1155,0.6357,0.6436,0.171,2
0,20951167.0,133.63717854125363,-3381.1422432949357,54.98144237032037,4837.018106083893,78.65573617059134,0.4998161373576253,6.525832161718013,3.26171622411406,54.22040944637804,2.647715969829945,1.3233711688605023,0.0,6.40651464624865,61.61390602076356,58.04001206924899,2.464702496823006,23.67429380027097,,-8.7612,0.7306,0.7306,0.7306,0.7306,-3.1817,0.7306,0.7306,-8.5679,0.7306,0.7306,-17.1246,0.7306,-17.1246,0.7306,0.7306,-9.2094,0.7306,-2.8994,-10.4708,-1.2768,-2.1734,-10.4308,0.7306,0.7306,-7.4345,0.7306,0.7306,0.7306,0.4571,0.1096,0.1578,0.6935,0.6636,0.1855,2
0,20288805.0,147.6724259807346,-3507.220377575748,57.03162457956183,5574.052432421611,90.64080140079447,0.5261522904599555,6.850256105547575,3.6042779401711513,58.22963214327877,2.7011670625992403,1.4212252369015803,0.0,13.716169342630018,61.85038924471771,64.20920442728739,2.5360357011594123,33.60917682123265,,-4.1333,10.0,-15.0,4.6316,10.0,-15.0,10.0,10.0,-15.0,10.0,-15.0,-15.0,-8.7624,-15.0,-15.0,10.0,10.0,10.0,-3.9506,-10.2516,1.593,-5.3298,0.1554,-9.3001,-15.0,-2.8508,-3.9663,5.1693,10.0,0.4331,0.1056,0.0674,0.6559,0.627,0.1824,2
0,22528457.0,121.66632486443798,-3055.431696287234,49.684996855428935,4426.568281338045,71.98132800869745,0.5499046194969124,5.40010129242496,2.9695406464557323,54.63354541826812,2.4248836278376085,1.3334547086903326,0.0,19.66772952348224,44.9312247498512,50.03888716646703,2.2269527619519227,22.29633115326852,,15.0,15.0,-3.7434,15.0,15.0,15.0,15.0,15.0,13.0,6.5717,-9.75,12.9441,14.3801,-9.75,12.2793,12.3064,15.0,15.0,-3.6759,-10.0,8.1816,3.4154,-10.0,1.3441,15.0,3.2621,5.4837,13.5597,15.0,0.5514,0.3608,0.1928,0.7719,0.5943,0.2287,2
0,22548866.0,108.00270237811354,-3302.678826456185,53.705532775078346,3339.0621620785114,54.29716960275867,0.5562825840375608,4.738687215949535,2.6360491694341626,59.81914869971027,2.624603171686421,1.4600210344189002,0.0,25.826913515363074,36.01759089462062,36.56446855569403,1.8054871178505527,0.5916368276803259,,14.0594,25.0,20.016,19.6194,25.0,10.8026,25.0,25.0,25.0,25.0,6.9,16.0485,6.9228,6.9,10.8351,13.7397,17.0244,15.3503,2.5099,7.0569,1.0188,3.5994,6.8428,2.0688,25.0,4.3491,25.0,12.5821,13.5703,0.5733,0.3422,0.1788,0.662,0.6585,0.2275,2
0,20446912.0,115.68826460078876,-2735.744866593825,44.48650423412771,4378.627940500078,71.20176036636495,0.5449770014709417,5.181195810268783,2.823632556714088,53.73972598169929,2.4067786310235166,1.3116390015395345,0.0,15.842757794896468,41.37104928183844,49.09353240763112,2.1527512931529587,26.715256132237243,,5.7555,19.4,19.1458,21.6,19.4,8.698,15.4473,11.0,15.4,13.8925,6.6,15.3508,8.7427,6.6,10.5907,11.4906,20.229,14.4561,2.4007,6.75,0.7259,3.5599,6.5452,3.3871,20.72,4.16,21.1085,12.3103,9.8983,0.5761,0.3421,0.1779,0.6482,0.6235,0.2266,2
0,23680320.0,113.74620503754336,-1777.82788905677,28.90962124423012,5217.115900805456,84.83658379302203,0.5407839755781303,5.133717825745372,2.7762323353028973,49.33372949176806,2.2265837037710083,1.2041007872827638,0.0,14.3202982465964,32.76004378619767,59.06872127247279,2.305647803426728,55.92696254879192,,25.0,25.0,-12.0769,24.753,25.0,25.0,14.6156,25.0,25.0,19.0454,25.0,14.1583,7.6871,-50.0,4.1571,10.1852,14.2404,13.959,-3.5344,-10.2224,1.7091,13.6427,-11.8041,1.4304,25.0,-0.251,5.022,12.6548,15.5855,0.5464,0.3502,0.1743,0.635,0.5734,0.2249,2
0,17654132.0,157.14488522907288,-4175.748398458669,67.90269482986255,5488.043362144732,89.24219039880813,0.5435668728747747,7.056123023319621,3.8354747264055473,64.86867424439328,2.9127346089620114,1.5832660429076102,0.0,16.16776825763276,69.51991019006847,63.50095913105012,2.422508045054663,21.339495568945573,,-0.6491,20.0,14.9801,8.1129,20.0,7.1099,15.8387,20.0,-0.9468,5.6271,-50.0,10.1482,5.1237,20.0,20.0,7.6993,4.7356,12.3634,-3.7128,-10.3314,-1.4344,0.7495,-9.9493,-4.5101,4.5941,-2.5578,0.3248,8.8857,8.8979,0.5083,0.3179,0.1252,0.6168,0.5646,0.2252,3
