Element Count,Downforce,Front Axle Moment,Rear Axle Downforce,Rear Axle Moment,Front Axle Downforce,Frontal Area,Cl,ClA,Drag,Cd,CdA,Center of Pressure,FW 3rd Element AOA,FW 3rd Element X,FW 3rd Element Z,FW 1st Element AOA,FW 1st Element Z,FW 2nd Element AOA,FW 2nd Element X,FW 2nd Element Z,Bullhorn AOA,Bullhorn X,Bullhorn Z Angle,Generation,Aero Efficiency,FA-RA Difference
18900217,90.835624857229,-3601.8031938281,60.0300532304683,1984.23011412809,33.0705019021348,0.516536047560783,4.29214565744799,2.21704795345336,52.8331357463408,2.49646011154147,1.28951163890878,-8.69382348535827,-13.2195,8.3673,-0.5157,-3.6187,-28.6082,-1.0111,0.0095,-19.8884,-5.4651,3.4562,8.4473,1,1.71929270474013,-26.9595513283335
18594509,84.7419264451046,-3487.22783307282,58.1204638845471,1724.06701348928,28.7344502248214,0.514206661884795,4.02234678185875,2.06831751164263,51.6904820900985,2.45353218896343,1.26162259671378,-8.98242067936922,-17.9187,10.1089,-9.2438,-3.1159,-26.9986,-2.9691,-2.099,-11.6676,7.386,68.6652,-3.2124,1,1.63941064231894,-29.3860136597257
18228799,80.817637138163,-3456.51264597207,57.6085440995345,1513.45385817937,25.2242309696562,0.514848404662547,3.831295497374,1.9725363746138,51.2175162866067,2.42805217381064,1.25007878812383,-9.38295116462113,-10.1647,15.0178,-29.694,1.2028,-26.2838,8.9812,-8.8684,-14.3136,-2.9873,4.3683,-11.5637,1,1.57792964199822,-32.3843131298783
19027690,86.2006561464329,-3210.46717100014,53.5077861833356,2090.53380916023,34.8422301526704,0.522954085719192,4.02314698255756,2.10392115197732,50.824547739606,2.37207737179052,1.24048755321989,-9.18220944250425,1.7821,11.2826,16.6697,-2.0313,-26.7903,1.5138,7.2877,-2.7336,-6.2831,67.7787,-10.2178,1,1.69604374224977,-18.6655560306652
17812518,84.1498587562246,-3664.99939159133,61.0833231931888,1509.88562308106,25.1647603846843,0.511511099861185,4.01529258446243,2.05386672614284,52.6226703566131,2.51094204055203,1.28437472485045,-9.83635204910145,-1.6177,11.4076,2.2264,0.3185,-28.0137,0.0888,0.7506,-2.7354,-5.5158,-17.7216,-4.9287,1,1.59911798823508,-35.9185628085045
18951869,113.985250108359,-2753.45928573807,45.8909880956345,4256.18483485647,70.9364139142744,0.517661232161326,5.37429996528886,2.782066742036,53.1894165799246,2.50783219238873,1.29820750276579,-0.775273218852446,-4.6836,16.5734,0.3626,-2.4034,-11.2673,2.0162,-0.4739,-5.3691,-8.7614,-1.4686,1.1425,1,2.14300621134056,25.0454258186399
18582337,89.5021994301381,-3250.95811604703,54.1826352674505,2253.0747778523,37.5512462975383,0.520301332621223,4.19853362777853,2.18450264158819,51.555311082897,2.41845126321263,1.25832341512901,-8.80148355567258,-8.5582,-19.3645,-5.52,-1.5235,-20.4112,1.0706,-6.9463,-8.2092,-7.5924,23.4828,-9.2234,1,1.73604227285576,-16.6313889699122
19685774,83.7747862541352,-3259.30520897794,54.3217534829657,1892.51432348014,31.5419053913357,0.526313536163275,3.88497010410356,2.04471235337935,51.2295099189701,2.37571617168109,1.25037157923775,-9.95662591584189,7.7072,13.8955,-14.5246,0.6367,-28.4103,0.9346,-11.2878,-19.8607,2.5254,67.9238,-7.1793,1,1.63528377270527,-22.77984809163
19473022,86.7599810935231,-3295.42435297206,54.923739216201,2039.97290936644,33.9995484894407,0.52559321986754,4.02891920683779,2.11757261850805,51.8604938812572,2.40827322967097,1.26577208110356,-9.51194693958554,0.7555,14.5252,-8.482,-1.2255,-25.594,8.8979,-5.6995,-1.1851,-7.5875,67.8074,5.9471,1,1.67294938016159,-20.9241907267603
18818375,82.2972995522133,-3530.45071167631,58.8408451946052,1530.5092054935,25.508486758225,0.519475010333356,3.86669385257926,2.00865082902453,51.3293231939549,2.41168032889339,1.25280766377264,-9.53546787427825,-6.1081,12.167,-1.9533,1.9289,-13.1098,-16.4015,-5.2974,-31.6239,-2.7819,67.6017,-9.6746,1,1.60331939778831,-33.3323584363802
18866433,84.0910751552514,-3509.55051107731,58.4925085179551,1661.71954356685,27.6953257261141,0.522485688058464,3.92820725974512,2.05243207294419,51.833284887071,2.42132575441466,1.26510805280903,-9.1211652992118,1.5094,3.6357,4.7001,-2.1896,-24.0802,2.7286,13.1821,-20.7423,8.8485,68.1246,6.6576,1,1.62233737141029,-30.797182791841
18363076,92.7790137255329,-3490.44884381087,58.1741473968479,2215.09522840458,36.918253806743,0.520007021257421,4.35471190581399,2.26448076657656,53.4954649738476,2.51088396906033,1.30567729347407,-9.53716893010854,-5.2614,8.9939,-21.858,-3.4229,-27.3486,4.4635,8.6534,-5.2412,-3.5466,67.8576,3.3388,1,1.73433418647525,-21.2558935901049
19154581,87.2234750376622,-3680.27946824439,61.3379911374065,1683.62084687837,28.0603474479728,0.521043637391474,4.08580991059844,2.12888525750835,52.8324168985858,2.47482931025051,1.28949406573596,-9.41759451872435,-7.2315,14.0697,-21.3745,-1.3178,-28.847,-1.7028,-10.2895,-15.7861,-2.3022,68.5724,-18.5409,1,1.65094614552826,-33.2776436894337
18542554,82.7119598020125,-3356.69209896264,55.9448683160439,1729.76779104827,28.8294631841379,0.522657423865313,3.86251389165662,2.01877156025723,51.5760371616698,2.40851698461025,1.25882928251225,-8.6820449539519,-9.3656,18.3368,-4.5987,0.1838,-26.7586,3.5093,0.8419,-16.6597,-2.3628,68.1238,-0.0611,1,1.60368970463442,-27.115405131906
18503402,86.4679946831054,-3607.23648597781,60.1206080996302,1710.20476167343,28.5034126945572,0.520253072559021,4.05657589557381,2.11044607374113,53.1120774644449,2.49171007140533,1.29631982057488,-9.1325410803337,-13.4741,9.5871,-9.539,-1.8413,-26.6575,4.8956,-8.1514,-6.1094,-0.8588,68.4709,-14.5707,1,1.6280288554141,-31.617195405073
17760992,93.7947856098616,-3241.03531242233,54.0172552070388,2526.97473157526,42.1162455262544,0.509711424629613,4.49131190072051,2.28927298737219,52.3130999764409,2.50498411996016,1.27681902445945,-7.98657781177625,13.9969,-11.8411,-23.2936,-4.0187,-27.8638,9.2232,-13.2715,-15.0084,-5.7393,67.7438,3.0595,1,1.79295024863948,-11.9010096807844
18768405,113.908406653283,-2428.19883173284,40.4699805288807,4576.71971890796,76.2786619817994,0.520926663002359,5.33701084026666,2.78019124742753,52.145348151168,2.44319358446792,1.27272468102564,2.61962232038815,6.4345,17.1492,5.9465,-2.3563,-10.2815,5.0256,-9.9523,-5.8897,-7.9166,68.4731,-9.2768,1,2.18444042837849,35.8086814529187
18589859,113.266317919613,-2551.91693426341,42.5319489043902,4413.51568716645,73.5585947861074,0.517444036876195,5.34264444328414,2.76451950832712,52.6823061266,2.48496495036091,1.28583029541061,1.2185527997961,-3.4155,16.8898,1.8189,-2.3718,-10.6121,4.2475,1.799,-5.4541,4.0092,57.6781,-7.7507,2,2.14998784691437,31.0266458817172
18978424,97.8645742583639,-2763.6597079083,46.060995131805,3254.62631517359,54.2437719195598,0.522275244181,4.57346074518462,2.38860532744351,51.0390270941743,2.38518369549511,1.24572239698125,-4.58311428399792,2.8224,16.6836,4.7511,-2.4011,-21.0187,3.1748,-3.3146,-5.453,-7.926,0.5968,-6.8273,2,1.91744591991908,8.1827767877548
18128528,114.404904690503,-2804.70444198853,46.7450740331421,4230.74678322362,70.5124463870603,0.512452596162789,5.44891239943483,2.79230930535399,53.4327163833769,2.54491004231426,1.30414575818469,-1.2410070866284,-2.9315,16.616,3.4416,-2.3833,-11.1115,-16.3292,-9.7895,-5.8311,-8.3341,29.8491,-9.263,2,2.14110216425559,23.7673723539182
18857857,108.710136652162,-2304.61969984622,38.4103283307703,4380.62571136668,73.010428522778,0.518433843250431,5.11794467057219,2.6533157251078,51.0296612580515,2.40241610322319,1.24549381348072,2.93070574760831,3.2668,17.0026,3.4501,-2.3726,-11.1263,-3.1306,-5.5814,-5.6831,-13.6894,16.1125,-0.156,2,2.1303323199115,34.6001001920077
18439575,111.518725113485,-2339.22433658455,38.9870722764091,4518.73820755884,75.312303459314,0.515167812284272,5.2834541880102,2.72186553534139,51.6002504561927,2.44467966341717,1.25942027393847,3.09167035791029,0.7582,16.8455,2.6689,-4.5317,-11.1882,2.0703,-11.5317,-5.8487,-5.7819,-23.1021,-9.1179,2,2.16120511291243,36.3252311829049
18345586,106.825462379463,-2575.72593980317,42.9287656633862,3993.61942362014,66.5603237270022,0.516831859237401,5.04480511536666,2.6073160072653,51.9148334974422,2.45166472260134,1.2670984368088,-0.463141971787619,-2.3461,17.0646,3.8866,-3.5057,-10.942,4.0713,0.5561,-5.6351,-8.51,5.2547,-0.0441,2,2.05770596152881,23.631558063616
18917308,112.127448184763,-2268.02323000522,37.8003871667537,4627.37338647291,77.1228897745485,0.520076585761592,5.26215350059678,2.73672282634378,51.639899899532,2.42346619338936,1.26038802356658,4.0035789959358,5.6063,17.1167,8.3954,-2.3911,-10.685,2.6494,-4.5584,-5.5704,-8.6204,58.9497,-4.2282,2,2.17133356964115,39.3225026077948
19175734,105.421898137186,-2848.25228456891,47.4708714094818,3634.77940380088,60.5796567300146,0.522747042550772,4.92218736756357,2.57305888927463,52.5030997329447,2.45138912151945,1.28145641341543,-3.93839658581568,1.7626,-4.9177,1.8709,-0.4382,-10.6436,4.5743,2.9971,-5.7774,-0.3806,38.3841,-2.8088,2,2.00791760245417,13.1087853205328
18132684,114.791430971491,-2734.83563085226,45.5805938475377,4324.38543888281,72.0730906480469,0.518907091922591,5.39931604563808,2.80174338761304,54.3400820996457,2.5559336155917,1.32629207961388,-0.280323546438988,1.9561,16.2006,3.7665,-2.3609,-10.8511,4.9326,-7.7138,-5.7044,3.7503,56.1106,-1.9296,2,2.11246333343761,26.4924968005092
18348486,109.27955103565,-2720.38334196155,45.3397223660258,3999.87881204573,66.6646468674288,0.517248246053886,5.15654427252702,2.66721348066382,53.3066138556852,2.51536460170549,1.3010679284182,-1.41668621311437,0.6928,16.6218,5.1524,-3.5244,-8.9567,4.7399,6.0267,-5.4638,-8.7469,60.3725,-5.5592,2,2.05001862116956,21.324924501403
17767548,108.482867952952,-2337.95466487844,38.9659110813073,4333.31461609215,72.2219102682025,0.519254212707882,5.09917614581893,2.64776869505602,51.3748769492268,2.41484717335731,1.2539195678115,2.5608327314113,1.544,17.0479,4.3525,-2.3835,-10.9006,2.5495,-2.1493,-5.5727,-8.7406,44.2183,-8.3407,2,2.11159372819841,33.2559991868952
18539140,109.79643974431,-2377.02385014466,39.6170641690777,4375.02492444915,72.9170820741525,0.520595193891181,5.14762611026309,2.67982941295172,51.649767038395,2.42151466855397,1.26062889838619,2.3928645518965,5.1854,-0.4579,4.7118,-2.3593,-11.2071,3.5264,9.6912,-5.864,-8.5426,42.3473,-6.9315,2,2.12578770515442,33.3000179050748
18524268,86.3601468171156,-3618.84138045019,60.3140230075031,1691.96764804081,28.1994608006801,0.521750634800153,4.0398875641875,2.10781390113607,52.7631113529617,2.46823384696267,1.287802576488,-9.24900981982125,3.6247,16.9876,5.3206,-2.3548,-34.4416,-7.4582,-3.6964,-44.8895,-8.3141,27.0865,-4.9174,2,1.63675235600502,-32.114562206823
20089961,91.0948293590345,-3251.89438960501,54.1982398267501,2350.07897472148,39.1679829120247,0.527126305625384,4.21791580393126,2.22337437516521,50.9752959729854,2.3602822246596,1.24416684931808,-8.56454230150404,5.598,13.6572,0.5851,0.9809,-10.3888,4.8872,-3.8861,-5.5565,-8.5449,33.0658,8.049,2,1.7870387531896,-15.0302569147254
19233981,86.6456792592141,-3276.3392898356,54.6056548305934,2052.02885970036,34.2004809950061,0.522403820989214,4.04817642531894,2.11478283262507,51.2042242281321,2.39231471400838,1.2497543476067,-9.4851983318995,-1.632,16.9801,0.8879,-2.388,-27.8078,2.8276,-6.4055,-5.5394,-5.0642,4.1658,-0.7305,2,1.69215881238974,-20.4051738355873
18686766,98.1876452118982,-2982.20695364196,49.7034492273661,3055.94666114871,50.9324443524785,0.52012179518774,4.6075564673416,2.39649054122259,52.4166737522157,2.45970644903794,1.27934693390848,-5.75169679296409,-7.5567,-13.6838,0.9282,-2.4006,-21.1308,4.203,-6.0061,-5.6659,-10.1915,21.6825,-13.4007,2,1.87321396386293,1.2289951251124
18560581,87.1424734752951,-3448.36266815058,57.4727111358429,1910.55636979058,31.8426061631763,0.522309301281892,4.07212398828184,2.12690823505272,51.6134278098254,2.41186954099286,1.25974189473906,-8.59431205701367,-13.9318,16.9085,-23.3732,0.9443,-10.856,4.3487,-4.0501,2.5703,-8.4295,68.7575,-3.6554,2,1.68836826332055,-25.6301049726666
18269599,88.0073152650305,-3368.1756391009,56.1362606516817,2043.9277640182,34.0654627336367,0.515311892324903,4.16838159690062,2.14801660863116,51.8803734731938,2.45726384647392,1.26625728266805,-9.82529237738531,-1.5834,17.0899,2.2624,-2.3927,-23.3189,-18.5896,-3.5498,-5.5659,-7.9447,25.1906,-4.7244,2,1.69635084278071,-22.070797918045
18579849,113.602482111343,-2706.59173521843,45.1098622536405,4279.51366052109,71.3252276753515,0.515697872801679,5.37664486531097,2.77272431985093,53.2890254347023,2.52209423294202,1.30063863093358,-0.335315608782779,-11.7995,16.8406,3.2676,-2.3877,-11.2672,2.5742,-8.7903,-5.6896,-8.2892,56.6081,-18.0495,2,2.13181759629937,26.215365421711
18422392,111.011228732878,-2499.08313294646,41.6513855491077,4327.67038180792,72.1278396967987,0.517706391577046,5.23362091795908,2.70947900031875,52.0532895434405,2.45405071282168,1.27047773928199,1.29473938323433,-7.1873,16.9807,3.4833,-2.3575,-11.165,4.6586,-3.7961,-5.4425,-8.3522,32.9555,-6.3085,2,2.13264578870151,30.476454147691
18239635,106.21640792058,-2597.21943432122,43.2869905720203,3934.6714777343,65.5778579622383,0.518295864481913,5.00187408896447,2.59245065496952,51.6146701623803,2.43060452099545,1.25977227142298,-0.884588462422702,-0.9793,16.6666,2.6443,-2.3973,-10.3895,5.7891,-9.4956,-17.4791,-8.6182,65.7162,2.0646,2,2.0578724534405,22.290867390218
19263228,118.506879475962,-2367.62548861371,39.4604248102286,4920.0810363884,82.0013506064732,0.52006783393684,5.56163447711558,2.89242719566195,52.7190675987412,2.47415327494147,1.28672753452655,4.07362183197748,2.782,1.5349,5.7036,-2.3616,-10.3614,4.9315,-6.3885,-5.771,-8.5414,-14.7542,-7.8599,2,2.24789407085022,42.5409257962446
18862238,100.669118387303,-2761.70614683443,46.0284357805739,3429.0482986589,57.1508049776484,0.519666800321491,4.72813831324522,2.4570565087216,51.6477254630763,2.42574479111304,1.26057903399423,-4.16762877196226,4.3256,16.6648,-20.1806,-2.3923,-19.5471,3.145,-7.7919,-5.8133,-4.0981,65.0127,-1.4976,2,1.94914911517785,11.1223691970745
18468470,111.843630149887,-2631.6854715452,43.8614245257533,4246.25745318254,70.7709575530424,0.518732705563105,5.26243227510975,2.72979573191028,52.7615749244857,2.48252148464903,1.28776508635053,0.0748721803332037,-3.0462,16.7269,-21.8929,-2.3641,-10.8586,3.702,-6.6708,-10.6249,-8.1091,18.82,-3.6427,2,2.11979324555723,26.9095330272891
18810390,94.408418734168,-2862.85031509629,47.7141719182715,2942.8957501664,49.0482625027733,0.514764228137137,4.47632121176862,2.30425003346997,51.3952921128758,2.43687839871263,1.25441782797737,-5.66429398530972,3.4367,-19.0544,-17.0579,-2.3564,-11.1978,3.646,-8.6656,-45.1691,-7.9885,-0.4578,6.7929,2,1.83690791224273,1.3340905845018
18289273,112.191110962171,-2561.69429616215,42.6949049360359,4337.6173304856,72.29362217476,0.514017622470152,5.32720396715667,2.73827671761143,52.2231233388298,2.47972613375521,1.27462293164995,0.84919869898134,-0.5609,16.7553,2.9807,-2.3624,-10.6603,-8.6919,-1.3138,1.0787,4.6885,63.8573,-4.8347,2,2.14830335279378,29.5987172387241
18016304,95.6990443419498,-2868.63320774852,47.8105534624753,3016.48125118683,50.2746875197805,0.513641894130943,4.54743012899964,2.33575062488749,52.0853435183373,2.47499295341195,1.27126006855125,-5.46761269778479,-1.1301,16.5784,5.8149,-2.3697,-10.4373,5.147,-10.2766,-41.4731,-8.0153,27.7078,-1.4705,2,1.83735073779935,2.4641340573052
19647190,113.961992016627,-2660.63433054798,44.3439055091329,4347.57950897241,72.4596584828736,0.517039452520518,5.37966506062674,2.7814990776902,53.0543074410958,2.50447012206464,1.2949098607663,0.209628834776856,1.0469,16.7249,-24.8623,-2.39,-11.1335,2.9246,-5.5804,-5.5875,-7.9614,12.9266,-2.7317,2,2.14802525022411,28.1157529737407
17529297,88.5946574735885,-3337.62492829759,55.6270821382932,2110.59770827568,35.1766284712614,0.51015941803606,4.23858112315589,2.16235207908784,52.0417816982565,2.48980378514798,1.27019685005507,-9.46368021589498,0.7644,17.0417,4.6867,-2.3964,-23.5531,4.2464,-6.2354,-5.7909,-8.6135,-18.9192,-8.9194,2,1.70237556406638,-20.4504536670318
18457196,112.249818376616,-2575.47519210757,42.9245865351262,4327.44670939689,72.1241118232815,0.514391700465266,5.32611545938076,2.73970958802521,52.2718880328532,2.48023662727633,1.27581313626091,0.698816851717444,1.0181,14.3785,1.4242,-2.4027,-11.085,-13.2996,-3.4585,-5.7945,-8.7252,35.9674,4.8737,2,2.14742230672951,29.1995252881553
17576586,112.8341747494,-2948.77922782079,49.1463204636798,3990.078289993,66.5013048332166,0.505755499820861,5.44526360800312,2.75397201772196,53.5106436402789,2.58236975723335,1.30604770729183,-3.13832535705568,-22.1613,16.8731,0.7078,-2.3761,-11.2619,3.2111,11.9925,-5.8511,6.6899,25.6398,-17.8708,2,2.10863049056033,17.3549843695368
18338583,106.487675963126,-2361.23193096841,39.3538655161402,4187.34089771869,69.7890149619781,0.519471159530463,5.00330262341563,2.59907141526753,51.0376225378258,2.39799271067597,1.24568805396045,1.88369691387224,3.3357,-10.1282,13.5469,-2.3776,-8.6384,4.4721,-5.712,-5.6295,-8.5416,33.5274,-4.3392,3,2.0864544755039,30.4351494458379
18528633,114.398155509964,-2579.39863868123,42.9899773113539,4455.63753849932,74.2606256416553,0.51948686280459,5.37481253138686,2.79214450009296,53.2315613453162,2.50099891653563,1.29923608102877,1.20581714166645,4.971,3.3562,8.0492,-2.3813,-10.3885,3.1368,-5.8025,-5.7233,-2.6505,22.6325,-5.1501,3,2.1490663174025,31.2706483303014
18766980,121.761634054742,-2069.77393247472,34.4962322079119,5418.08718512104,90.3014530853507,0.519051321994504,5.72557396382066,2.97186673509843,52.1363374545605,2.45159699618185,1.27250466186594,7.429833482394,4.31,17.7766,6.7369,-2.9875,-10.5958,3.5647,-5.7427,0.7306,-8.6172,3.2981,-7.4852,3,2.33544663855347,55.8052208774388
19684780,83.4435389279937,-3390.42691337496,56.507115222916,1741.02221264946,29.017036877491,0.527756336986674,3.85902978919763,2.0366274258694,50.4736657298193,2.33426556595901,1.23192344464465,-8.80470026866119,3.9112,6.0975,6.6067,1.7249,-10.563,3.8496,-6.0839,-5.682,-8.567,13.8552,-5.4679,3,1.65320940576536,-27.490078345425
20158450,84.9013690455304,-3314.27037469406,55.2378395782344,1906.82956406711,31.7804927344519,0.521091131392227,3.97667317090114,2.07220912180199,51.0101587378728,2.38925157481882,1.245017806303,-8.76328487631981,6.0408,14.8653,6.9703,-2.3909,-26.3678,-8.4233,-4.9353,-17.6683,-8.5836,-1.9798,-0.5246,3,1.66440119274702,-23.4573468437825
18401119,111.984046697114,-2444.63855291317,40.7439758818861,4441.93943664764,74.0323239441273,0.519340232232174,5.262875160418,2.73322280802042,52.1523354542418,2.4509851082832,1.27289517533339,2.09567433092127,3.7191,10.1586,-10.5193,-2.3838,-10.3737,3.2362,-5.0161,-5.6424,-8.6028,45.3436,-5.9564,3,2.14724893375808,33.2883480622412
18192845,112.671184372199,-2431.95464285326,40.5325773808877,4496.87960845738,74.9479934742897,0.516215780785288,5.3272181224717,2.74999406250527,51.8782232117297,2.45285972979753,1.26620490057422,2.32454352542461,-10.1203,-5.1628,6.9062,-2.3893,-10.6052,2.8224,-5.0086,-5.741,-8.5683,55.5551,-7.1237,3,2.17183969297399,34.415416093402
22627722,101.229653131859,-3103.16337298523,51.7193895497539,3122.06175246742,52.0343625411237,0.512795767713921,4.8181707159295,2.4707375512518,53.0760258202014,2.52622967098095,1.29543988355236,-5.99481751972333,-23.5884,16.721,6.6893,-2.3627,-10.3653,3.6241,14.2218,-5.7269,-8.5983,42.3328,-4.7591,3,1.9072575907394,0.3149729913698
21985474,81.4986648268228,-3360.28228933489,56.0047048222481,1651.56473645631,27.5260789409384,0.524289064061646,3.7940109136347,1.98915843094921,50.9235606467464,2.37064674943371,1.24290416548138,-8.88035791624293,3.8735,2.5194,7.5831,-2.38,-29.7131,3.4893,-5.5647,-5.6579,-8.543,14.9331,-7.0842,3,1.60041175031287,-28.4786258813097
19698899,85.3342869621885,-3153.14005047872,52.5523341746453,2094.58263575477,34.9097105959128,0.527540801503719,3.94808408108278,2.08277544053848,51.263833827973,2.37177731808052,1.25120930736854,-8.91869871891509,5.4966,9.8181,-3.3578,0.3673,-32.7826,6.078,-4.7811,-5.7583,-8.5634,42.3927,-19.9458,3,1.6646099323852,-17.6426235787325
18900593,120.863934561568,-2579.76558599303,42.9960930998838,4852.8905470244,80.8815091170733,0.519288371419215,5.68076749848694,2.94995650270049,53.078205768681,2.49474706662911,1.29549314133269,2.31223243718159,4.3965,15.4234,7.3216,-2.3876,-10.6472,4.2505,-9.9679,-5.7049,2.9626,-12.5148,-6.2756,3,2.27709156349978,37.8854160171895
18334412,113.881323712346,-2830.62291820247,47.1770486367079,4172.63013819652,69.5438356366087,0.517138373145429,5.3748287326919,2.7795301867596,53.4778855866888,2.5239825692664,1.30524823971785,-1.599896690293,-10.0588,9.7254,7.2317,-2.0047,-10.486,3.813,-4.81,-5.6395,-8.5826,49.1649,-5.4965,3,2.12950311073428,22.3667869999008
18792729,82.1175069879154,-3249.8450003968,54.1640833399467,1800.0583819138,30.0009730318967,0.523575565297437,3.82802942974401,2.00426267265345,50.6952276079798,2.36323325377469,1.23733118677479,-8.55384459632076,4.2374,15.0587,7.2351,-2.372,-31.2881,3.0247,-10.6077,-41.9178,-8.6119,45.1369,-7.4368,3,1.61982716840568,-24.16311030805
19023417,113.856539903381,-2211.32455527282,36.8554092545471,4790.40439444892,79.8400732408154,0.520157802695291,5.34246571072786,2.77892522506714,51.324545984716,2.4082905318808,1.25269111131499,4.8481942453507,5.0044,14.6813,8.0904,-2.3773,-10.4847,3.3959,-5.6177,-5.608,-8.6156,5.1576,-4.7257,3,2.21836428786504,42.9846639862683
18539489,113.339494960003,-2245.46770053035,37.4244616755058,4724.46502078479,78.7410836797465,0.520391651452664,5.31581474160498,2.76630561220023,51.3723509647324,2.40945048030786,1.25385791454082,4.41097742226416,4.7608,11.3982,7.354,-2.3714,-10.4025,4.4559,-6.2428,-5.7126,-8.5696,13.8279,-5.7008,3,2.20623531591559,41.3166220042407
19602441,111.520605271454,-2235.87205931498,37.2645343219163,4622.20610714129,77.0367684523548,0.521825400388748,5.21613466347435,2.72191155924913,51.3354391161344,2.40110392861082,1.25295701892234,4.22231935393348,12.3429,-5.2974,5.7611,-2.3637,-10.4588,3.2582,-2.1295,-5.7119,-8.6025,27.714,-6.1074,3,2.17239020823733,39.7722341304385
18267495,105.874203856811,-2844.89058169861,47.4148430283101,3665.95612769595,61.0992687949325,0.512318918291005,5.04392516362096,2.58409828376707,52.4925349113469,2.50078308120908,1.28119848304548,-3.81131081529863,-24.2957,15.6748,-14.0459,-2.3803,-10.5388,4.5759,-5.0001,-5.6681,1.3662,57.7194,-5.2071,3,2.01693829485696,13.6844257666224
